"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 10, 2024","59,795.0","60,920.0","61,450.0","58,945.0","8.55K","-2.16%"
"Oct 09, 2024","61,115.0","62,545.0","62,720.0","60,440.0","6.18K","-2.06%"
"Oct 08, 2024","62,400.0","63,600.0","63,600.0","61,995.0","6.54K","-1.83%"
"Oct 07, 2024","63,560.0","62,675.0","64,770.0","62,615.0","8.35K","1.35%"
"Oct 04, 2024","62,715.0","61,125.0","63,085.0","60,635.0","7.56K","2.32%"
"Oct 03, 2024","61,295.0","61,000.0","61,685.0","60,070.0","6.98K","1.43%"
"Oct 02, 2024","60,430.0","61,360.0","62,665.0","60,265.0","9.31K","-2.48%"
"Oct 01, 2024","61,965.0","64,040.0","64,430.0","60,450.0","13.50K","-2.79%"
"Sep 30, 2024","63,745.0","66,285.0","66,400.0","63,340.0","12.43K","-3.70%"
"Sep 27, 2024","66,196.9","65,185.0","66,240.0","64,860.0","0.69K","2.26%"
"Sep 26, 2024","64,735.0","63,440.0","65,920.0","62,670.0","11.42K","2.43%"
"Sep 25, 2024","63,200.0","64,205.0","64,975.0","63,005.0","10.12K","-1.95%"
"Sep 24, 2024","64,460.0","63,360.0","64,720.0","62,745.0","12.63K","1.74%"
"Sep 23, 2024","63,360.0","62,935.0","64,835.0","62,430.0","10.08K","0.68%"
"Sep 20, 2024","62,935.0","63,000.0","64,200.0","62,430.0","10.83K","-0.76%"
"Sep 19, 2024","63,415.0","60,420.0","64,045.0","60,345.0","11.00K","5.45%"
"Sep 18, 2024","60,140.0","60,395.0","61,495.0","59,270.0","10.26K","0.06%"
"Sep 17, 2024","60,105.0","58,020.0","61,560.0","57,665.0","14.61K","3.66%"
"Sep 16, 2024","57,985.0","59,920.0","59,920.0","57,550.0","9.57K","-3.25%"
"Sep 13, 2024","59,935.0","58,180.0","60,245.0","57,810.0","9.73K","2.31%"
"Sep 12, 2024","58,580.0","57,545.0","58,755.0","57,415.0","7.15K","1.24%"
"Sep 11, 2024","57,860.0","57,765.0","58,210.0","55,645.0","12.20K","-0.58%"
"Sep 10, 2024","58,195.0","57,500.0","58,265.0","56,610.0","6.72K","1.37%"
"Sep 09, 2024","57,410.0","54,565.0","57,480.0","54,545.0","11.26K","6.92%"
"Sep 06, 2024","53,695.0","56,375.0","57,270.0","52,820.0","14.27K","-4.48%"
"Sep 05, 2024","56,215.0","58,485.0","58,665.0","55,955.0","10.65K","-3.67%"
"Sep 04, 2024","58,355.0","58,365.0","58,840.0","55,725.0","10.98K","0.20%"
"Sep 03, 2024","58,240.0","58,645.0","60,185.0","57,315.0","11.64K","-1.56%"
"Aug 30, 2024","59,165.6","59,020.0","59,900.0","58,700.0","0.85K","-0.18%"
"Aug 29, 2024","59,275.0","59,220.0","61,235.0","58,825.0","9.50K","0.55%"
"Aug 28, 2024","58,950.0","60,485.0","60,485.0","57,885.0","13.77K","-5.00%"
"Aug 27, 2024","62,055.0","63,255.0","63,510.0","61,445.0","11.85K","-2.01%"
"Aug 26, 2024","63,330.0","64,500.0","65,200.0","63,120.0","11.30K","-0.76%"
"Aug 23, 2024","63,815.0","60,610.0","64,000.0","60,365.0","19.99K","5.74%"
"Aug 22, 2024","60,350.0","61,410.0","61,700.0","59,840.0","9.97K","-2.24%"
"Aug 21, 2024","61,730.0","59,365.0","61,995.0","58,900.0","8.98K","3.45%"
"Aug 20, 2024","59,670.0","59,175.0","61,650.0","58,690.0","10.87K","0.79%"
"Aug 19, 2024","59,200.0","59,700.0","59,810.0","58,000.0","6.58K","-1.32%"
"Aug 16, 2024","59,990.0","57,755.0","60,130.0","57,270.0","10.52K","4.84%"
"Aug 15, 2024","57,220.0","59,000.0","60,050.0","56,295.0","9.29K","-3.15%"
"Aug 14, 2024","59,080.0","61,270.0","62,200.0","58,855.0","7.78K","-3.31%"
"Aug 13, 2024","61,105.0","59,415.0","61,895.0","58,600.0","7.45K","3.22%"
"Aug 12, 2024","59,200.0","59,250.0","60,910.0","57,945.0","8.52K","-2.93%"
"Aug 09, 2024","60,990.0","60,620.0","62,970.0","59,810.0","8.41K","2.17%"
"Aug 08, 2024","59,695.0","55,635.0","60,240.0","54,790.0","11.46K","8.54%"
"Aug 07, 2024","55,000.0","56,805.0","58,030.0","54,870.0","9.71K","-3.75%"
"Aug 06, 2024","57,145.0","54,705.0","57,420.0","54,230.0","11.49K","6.28%"
"Aug 05, 2024","53,770.0","58,885.0","59,445.0","49,365.0","30.88K","-14.58%"
"Aug 02, 2024","62,945.0","65,200.0","66,065.0","62,470.0","11.76K","-1.32%"
"Aug 01, 2024","63,790.0","65,365.0","65,720.0","62,615.0","11.02K","-2.88%"
"Jul 31, 2024","65,685.0","66,835.0","67,360.0","65,030.0","7.24K","-1.05%"
"Jul 30, 2024","66,385.0","67,970.0","68,135.0","65,800.0","8.10K","-2.17%"
"Jul 29, 2024","67,860.0","68,930.0","70,825.0","67,035.0","12.49K","0.66%"
"Jul 26, 2024","67,414.8","65,700.0","68,010.0","65,620.0","1.12K","4.20%"
"Jul 25, 2024","64,695.0","65,740.0","65,770.0","63,440.0","8.96K","-1.53%"
"Jul 24, 2024","65,700.0","65,895.0","67,230.0","65,535.0","10.51K","0.21%"
"Jul 23, 2024","65,565.0","68,095.0","68,135.0","65,495.0","12.32K","-4.06%"
"Jul 22, 2024","68,340.0","68,655.0","68,655.0","66,670.0","13.30K","1.27%"
"Jul 19, 2024","67,480.0","64,045.0","67,740.0","63,430.0","17.39K","6.02%"
"Jul 18, 2024","63,650.0","64,540.0","65,390.0","63,340.0","7.89K","-1.67%"
"Jul 17, 2024","64,730.0","64,805.0","66,295.0","64,015.0","8.51K","-1.10%"
"Jul 16, 2024","65,450.0","63,845.0","65,505.0","62,680.0","11.09K","2.75%"
"Jul 15, 2024","63,700.0","60,985.0","64,210.0","60,845.0","13.38K","10.12%"
"Jul 12, 2024","57,845.0","57,565.0","58,790.0","56,685.0","6.81K","0.46%"
"Jul 11, 2024","57,580.0","57,685.0","59,895.0","57,235.0","7.91K","-0.08%"
"Jul 10, 2024","57,625.0","58,120.0","59,740.0","57,365.0","6.65K","-0.92%"
"Jul 09, 2024","58,160.0","56,825.0","58,570.0","56,540.0","7.07K","2.48%"
"Jul 08, 2024","56,755.0","56,850.0","58,525.0","54,580.0","10.64K","0.12%"
"Jul 05, 2024","56,685.0","60,300.0","60,635.0","53,635.0","18.53K","-1.01%"
"Jul 04, 2024","57,262.5","60,410.0","60,635.0","56,915.0","-","-4.28%"
"Jul 03, 2024","59,825.0","62,275.0","62,510.0","59,740.0","7.86K","-3.80%"
"Jul 02, 2024","62,185.0","63,535.0","63,630.0","62,035.0","6.49K","-2.37%"
"Jul 01, 2024","63,695.0","62,085.0","64,335.0","62,085.0","9.32K","4.38%"
"Jun 28, 2024","61,024.2","61,415.0","62,210.0","60,895.0","0.86K","-0.56%"
"Jun 27, 2024","61,365.0","61,000.0","62,415.0","60,605.0","6.72K","0.70%"
"Jun 26, 2024","60,940.0","61,995.0","62,495.0","60,690.0","9.05K","-1.80%"
"Jun 25, 2024","62,055.0","59,950.0","62,460.0","59,890.0","13.61K","4.92%"
"Jun 24, 2024","59,145.0","64,005.0","64,005.0","58,410.0","15.69K","-7.96%"
"Jun 21, 2024","64,260.0","65,185.0","65,260.0","63,395.0","9.35K","-1.29%"
"Jun 20, 2024","65,100.0","65,190.0","66,675.0","64,595.0","9.08K","0.06%"
"Jun 19, 2024","65,062.5","65,265.0","65,825.0","64,752.5","-","0.91%"
"Jun 18, 2024","64,475.0","66,695.0","66,920.0","64,080.0","9.77K","-3.57%"
"Jun 17, 2024","66,865.0","66,350.0","67,525.0","65,180.0","7.92K","1.87%"
"Jun 14, 2024","65,640.0","67,260.0","67,655.0","65,200.0","6.56K","-1.82%"
"Jun 13, 2024","66,860.0","68,855.0","68,855.0","66,395.0","7.28K","-1.50%"
"Jun 12, 2024","67,875.0","67,710.0","70,480.0","67,220.0","10.97K","0.21%"
"Jun 11, 2024","67,735.0","69,775.0","69,895.0","66,335.0","10.98K","-3.06%"
"Jun 10, 2024","69,875.0","69,995.0","70,655.0","69,480.0","4.48K","0.17%"
"Jun 07, 2024","69,755.0","71,260.0","72,660.0","68,595.0","11.27K","-1.70%"
"Jun 06, 2024","70,960.0","71,840.0","72,265.0","70,515.0","5.01K","-1.29%"
"Jun 05, 2024","71,890.0","71,155.0","72,455.0","70,840.0","6.98K","1.13%"
"Jun 04, 2024","71,085.0","69,560.0","71,770.0","68,965.0","8.79K","2.05%"
"Jun 03, 2024","69,660.0","68,200.0","70,975.0","68,070.0","9.36K","3.00%"
"May 31, 2024","67,633.7","68,330.0","69,010.0","67,570.0","1.01K","-1.52%"
"May 30, 2024","68,675.0","67,510.0","69,670.0","67,110.0","10.69K","2.22%"
"May 29, 2024","67,185.0","68,420.0","68,965.0","67,080.0","7.98K","-1.86%"
"May 28, 2024","68,455.0","68,735.0","70,855.0","67,250.0","15.96K","-1.45%"
"May 27, 2024","69,462.5","68,700.0","70,862.5","68,347.5","-","1.15%"
"May 26, 2024","68,675.0","68,192.5","68,880.0","67,772.5","-","-1.15%"
"May 24, 2024","69,475.0","68,100.0","69,585.0","66,730.0","9.37K","3.38%"
"May 23, 2024","67,205.0","69,795.0","70,370.0","66,400.0","10.27K","-3.74%"
"May 22, 2024","69,815.0","70,060.0","71,010.0","69,410.0","6.28K","0.45%"
"May 21, 2024","69,500.0","70,115.0","72,360.0","69,420.0","11.09K","-1.33%"
"May 20, 2024","70,435.0","66,525.0","70,805.0","66,300.0","9.66K","4.56%"
"May 17, 2024","67,365.0","65,815.0","67,865.0","65,345.0","7.98K","2.93%"
"May 16, 2024","65,445.0","66,390.0","67,135.0","64,890.0","6.31K","-1.58%"
"May 15, 2024","66,495.0","61,925.0","66,870.0","61,540.0","12.43K","7.54%"
"May 14, 2024","61,835.0","63,295.0","63,485.0","61,350.0","5.85K","-2.59%"
"May 13, 2024","63,480.0","61,465.0","63,855.0","61,045.0","8.50K","4.15%"
"May 10, 2024","60,950.0","62,980.0","63,890.0","60,425.0","9.61K","-3.01%"
"May 09, 2024","62,840.0","62,110.0","63,120.0","60,875.0","4.73K","0.61%"
"May 08, 2024","62,460.0","63,305.0","63,445.0","61,725.0","4.44K","-1.43%"
"May 07, 2024","63,365.0","63,905.0","64,835.0","63,160.0","3.92K","-0.35%"
"May 06, 2024","63,585.0","64,185.0","66,015.0","63,075.0","6.20K","1.59%"
"May 03, 2024","62,590.0","59,565.0","63,660.0","59,265.0","8.90K","4.73%"
"May 02, 2024","59,765.0","58,340.0","60,070.0","57,265.0","7.94K","4.20%"
"May 01, 2024","57,355.0","60,345.0","61,150.0","56,910.0","12.64K","-3.44%"
"Apr 30, 2024","59,400.0","63,645.0","65,335.0","59,300.0","12.13K","-6.38%"
"Apr 29, 2024","63,450.0","64,620.0","64,620.0","62,135.0","6.71K","-1.33%"
"Apr 26, 2024","64,302.1","64,740.0","64,760.0","63,645.0","0.71K","-0.62%"
"Apr 25, 2024","64,700.0","64,240.0","65,015.0","62,770.0","9.83K","1.28%"
"Apr 24, 2024","63,880.0","66,335.0","67,120.0","63,435.0","12.37K","-3.85%"
"Apr 23, 2024","66,435.0","66,690.0","67,340.0","65,795.0","9.40K","-0.26%"
"Apr 22, 2024","66,610.0","64,695.0","66,945.0","64,495.0","10.18K","3.50%"
"Apr 19, 2024","64,355.0","63,680.0","65,640.0","59,635.0","12.74K","1.09%"
"Apr 18, 2024","63,660.0","61,425.0","64,390.0","61,005.0","12.01K","4.14%"
