"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2020","179.47","178.91","179.91","178.16","554.83K","0.28%"
"05/26/2020","178.97","180.12","180.47","178.81","743.05K","-0.75%"
"05/25/2020","180.33","180.11","180.45","180.02","","0.14%"
"05/24/2020","180.08","180.09","180.27","180.05","","-0.09%"
"05/22/2020","180.25","179.81","181.12","179.75","339.98K","0.29%"
"05/21/2020","179.72","179.47","180.25","179.41","422.08K","0.06%"
"05/20/2020","179.62","179.16","179.88","178.53","351.92K","0.56%"
"05/19/2020","178.62","178.44","179.16","177.81","231.46K","0.26%"
"05/18/2020","178.16","181.03","181.12","178.06","238.15K","-1.54%"
"05/15/2020","180.94","181.56","182.47","180.72","218.58K","-0.37%"
"05/14/2020","181.62","180.47","182.06","180.38","282.32K","0.53%"
"05/13/2020","180.66","180.06","181.06","179.88","297.03K","0.47%"
"05/12/2020","179.81","178.84","180.28","178.59","244.75K","0.73%"
"05/11/2020","178.50","179.69","179.81","178.47","214.12K","-0.66%"
"05/08/2020","179.69","180.72","181.75","179.53","224.64K","-0.79%"
"05/07/2020","181.12","179.03","181.34","178.69","303.47K","1.34%"
"05/06/2020","178.72","180.19","180.25","178.03","273.61K","-0.87%"
"05/05/2020","180.28","180.75","180.84","179.66","173.52K","-0.24%"
"05/04/2020","180.72","181.47","181.81","180.34","177.41K","0.03%"
"05/01/2020","180.66","180.72","181.78","180.25","174.05K","-0.20%"
"04/30/2020","181.03","181.22","182.16","180.28","315.50K","-0.19%"
"04/29/2020","181.38","181.94","182.62","181.03","198.78K","-0.25%"
"04/28/2020","181.84","180.38","182.22","180.09","189.92K","0.71%"
"04/27/2020","180.56","181.91","182.09","180.25","208.95K","-0.79%"
"04/24/2020","182.00","181.72","182.34","181.25","147.35K","0.33%"
"04/23/2020","181.41","181.03","182.00","180.56","212.12K","0.24%"
"04/22/2020","180.97","182.38","183.06","180.56","194.43K","-0.70%"
"04/21/2020","182.25","181.12","183.03","180.88","219.71K","0.83%"
"04/20/2020","180.75","180.22","181.19","180.03","139.18K","0.48%"
"04/17/2020","179.88","180.59","182.03","179.50","242.58K","-0.84%"
"04/16/2020","181.41","180.59","181.69","180.06","232.82K","0.47%"
"04/15/2020","180.56","177.78","181.00","177.69","235.81K","1.62%"
"04/14/2020","177.69","177.59","178.44","177.44","199.37K","-0.24%"
"04/13/2020","178.12","178.34","179.06","177.44","145.88K","-0.18%"
"04/10/2020","178.44","178.44","178.44","178.44","","-0.22%"
"04/09/2020","178.84","177.94","179.19","177.56","188.68K","0.31%"
"04/08/2020","178.28","179.59","180.09","177.88","193.57K","-0.52%"
"04/07/2020","179.22","180.59","180.62","177.88","218.65K","-0.74%"
"04/06/2020","180.56","182.12","182.12","180.31","163.49K","-1.10%"
"04/03/2020","182.56","181.72","182.97","181.44","192.45K","0.57%"
"04/02/2020","181.53","182.41","182.81","181.31","201.29K","0.23%"
"04/01/2020","181.12","179.91","182.78","179.69","244.31K","1.15%"
"03/31/2020","179.06","179.12","180.56","178.84","334.84K","-0.92%"
"03/30/2020","180.72","181.06","182.50","178.88","221.58K","0.93%"
"03/27/2020","179.06","177.53","180.97","177.28","199.20K","0.53%"
"03/26/2020","178.12","177.38","179.59","177.12","253.35K","0.21%"
"03/25/2020","177.75","177.53","179.66","177.19","213.41K","-0.61%"
"03/24/2020","178.84","178.28","179.12","176.62","235.22K","-0.46%"
"03/23/2020","179.66","178.59","181.25","174.88","383.41K","1.33%"
"03/20/2020","177.31","190.00","200.00","178.00","0.01K","2.68%"
"03/19/2020","172.69","169.28","169.28","169.28","0.00K","2.01%"
"03/18/2020","169.28","171.50","174.84","171.00","0.20K","-3.27%"
"03/17/2020","175.00","181.03","181.03","173.47","0.17K","-4.03%"
"03/16/2020","182.34","180.31","182.19","179.97","2.16K","2.47%"
"03/13/2020","177.94","174.34","179.12","174.34","1.47K","-1.28%"
"03/12/2020","180.25","184.16","184.16","178.31","1.66K","-0.81%"
"03/11/2020","181.72","182.00","182.88","179.94","0.62K","0.43%"
"03/10/2020","180.94","181.69","185.97","179.41","2.47K","-3.21%"
"03/09/2020","186.94","182.66","193.19","182.66","0.96K","3.30%"
"03/06/2020","180.97","175.34","181.91","175.09","3.91K","3.45%"
"03/05/2020","174.94","172.16","175.50","172.03","8.95K","0.88%"
"03/04/2020","173.41","173.59","174.75","171.81","8.70K","0.06%"
"03/03/2020","173.31","170.59","175.72","170.16","14.45K","0.63%"
"03/02/2020","172.22","171.72","173.34","170.53","33.84K","0.49%"
"02/28/2020","171.38","168.84","172.00","168.56","71.01K","1.71%"
"02/27/2020","168.50","167.62","169.56","167.41","613.23K","0.24%"
"02/26/2020","168.09","167.22","168.28","166.53","844.63K","0.24%"
"02/25/2020","167.69","166.81","168.16","165.97","1.03M","0.58%"
"02/24/2020","166.72","165.97","167.34","165.47","920.90K","1.06%"
"02/21/2020","164.97","164.12","165.69","164.00","661.50K","0.63%"
"02/20/2020","163.94","163.03","164.25","162.62","492.59K","0.60%"
"02/19/2020","162.97","163.06","163.41","162.56","339.91K","-0.12%"
"02/18/2020","163.16","162.38","163.50","162.06","399.31K","0.28%"
"02/17/2020","162.70","162.30","162.80","162.08","","0.25%"
"02/16/2020","162.30","162.48","162.48","162.14","","-0.07%"
"02/14/2020","162.41","161.84","162.81","161.81","269.34K","0.33%"
"02/13/2020","161.88","161.66","162.81","161.62","381.01K","0.12%"
"02/12/2020","161.69","162.19","162.28","161.47","261.39K","-0.48%"
"02/11/2020","162.47","162.66","162.78","162.16","286.18K","-0.42%"
"02/10/2020","163.16","162.66","163.28","162.22","292.31K","0.35%"
"02/07/2020","162.59","161.34","162.78","161.31","351.19K","0.75%"
"02/06/2020","161.38","161.09","161.53","160.47","359.84K","0.16%"
"02/05/2020","161.12","162.16","162.62","160.94","415.08K","-0.60%"
"02/04/2020","162.09","163.69","163.94","161.81","396.09K","-1.03%"
"02/03/2020","163.78","164.06","164.16","162.59","413.96K","0.15%"
"01/31/2020","163.53","162.31","163.94","162.12","502.11K","0.38%"
"01/30/2020","162.91","162.47","163.38","162.22","427.21K","0.41%"
"01/29/2020","162.25","161.00","162.66","160.84","307.48K","0.58%"
"01/28/2020","161.31","161.97","162.78","160.88","365.50K","-0.44%"
"01/27/2020","162.03","161.31","162.22","161.00","487.50K","0.88%"
"01/24/2020","160.62","159.59","160.88","159.03","378.96K","0.66%"
"01/23/2020","159.56","158.81","159.97","158.78","398.01K","0.47%"
"01/22/2020","158.81","158.50","159.03","158.16","288.46K","0.14%"
"01/21/2020","158.59","157.47","158.72","157.28","350.65K","0.70%"
"01/20/2020","157.48","157.48","157.55","157.30","","0.02%"
"01/19/2020","157.45","157.50","157.58","157.39","","0.11%"
"01/17/2020","157.28","157.91","157.94","156.88","519.06K","-0.51%"
"01/16/2020","158.09","158.59","158.78","157.88","234.45K","-0.26%"
"01/15/2020","158.50","157.94","158.72","157.84","291.47K","0.37%"
"01/14/2020","157.91","157.25","158.00","156.94","284.41K","0.42%"
"01/13/2020","157.25","157.69","157.72","156.88","255.78K","-0.23%"
"01/10/2020","157.62","156.75","157.81","156.62","269.90K","0.52%"
"01/09/2020","156.81","156.28","157.03","155.91","378.12K","0.27%"
"01/08/2020","156.38","157.53","159.59","156.25","490.10K","-0.65%"
"01/07/2020","157.41","157.75","158.09","157.34","244.75K","-0.27%"
"01/06/2020","157.84","158.56","158.78","157.69","278.85K","-0.28%"
"01/03/2020","158.28","156.72","158.34","156.66","358.33K","1.08%"
"01/02/2020","156.59","155.62","157.12","155.16","279.75K","0.69%"
"01/01/2020","155.52","155.53","155.67","155.45","","-0.25%"
"12/31/2019","155.91","156.47","156.50","155.41","231.94K","-0.22%"
"12/30/2019","156.25","156.75","156.84","155.31","240.72K","-0.42%"
"12/27/2019","156.91","156.62","157.03","156.47","156.95K","0.28%"
"12/26/2019","156.47","156.41","156.78","156.19","80.76K","0.05%"
"12/25/2019","156.39","156.44","156.48","156.39","","0.01%"
"12/24/2019","156.38","155.97","156.56","155.56","78.95K","0.32%"
"12/23/2019","155.88","156.19","156.75","155.72","154.05K","-0.24%"
"12/20/2019","156.25","156.06","156.34","155.59","191.88K","-0.60%"
"12/19/2019","157.19","156.69","156.81","156.62","2.02K","0.22%"
"12/18/2019","156.84","157.75","157.97","156.72","0.46K","-0.49%"
"12/17/2019","157.62","158.34","158.38","157.50","0.54K","-0.03%"
"12/16/2019","157.66","158.66","158.75","157.66","1.19K","-0.86%"
"12/13/2019","159.03","157.00","159.03","156.66","2.48K","0.93%"
"12/12/2019","157.56","159.59","159.66","156.94","3.20K","-1.33%"
"12/11/2019","159.69","158.97","159.78","158.88","0.86K","0.51%"
"12/10/2019","158.88","158.97","159.44","158.47","4.96K","0.06%"
"12/09/2019","158.78","158.41","159.12","158.38","7.86K","0.21%"
"12/06/2019","158.44","158.91","159.28","157.97","5.86K","-0.43%"
"12/05/2019","159.12","159.66","159.91","158.66","3.19K","-0.24%"
"12/04/2019","159.50","160.72","161.16","159.28","3.75K","-0.86%"
"12/03/2019","160.88","158.56","161.16","158.09","5.44K","1.70%"
"12/02/2019","158.19","159.56","159.56","158.03","14.02K","-0.98%"
"11/29/2019","159.75","160.06","160.38","159.38","21.78K","0.42%"
"11/28/2019","159.08","159.45","159.58","158.98","","-0.63%"
"11/27/2019","160.09","160.53","160.62","159.81","207.83K","-0.31%"
"11/26/2019","160.59","160.25","160.78","159.81","423.44K","0.33%"
"11/25/2019","160.06","159.81","160.31","159.50","639.60K","0.11%"
"11/22/2019","159.88","159.69","160.31","159.41","451.47K","0.10%"
"11/21/2019","159.72","160.50","160.91","159.38","546.59K","-0.37%"
"11/20/2019","160.31","159.38","160.53","159.38","361.97K","0.61%"
"11/19/2019","159.34","158.66","159.47","158.47","245.35K","0.35%"
"11/18/2019","158.78","158.34","159.09","157.88","224.53K","0.30%"
"11/15/2019","158.31","158.47","158.66","157.91","174.70K","-0.22%"
"11/14/2019","158.66","157.25","158.94","157.22","303.43K","0.66%"
"11/13/2019","157.62","156.34","157.81","156.34","314.03K","0.39%"
"11/12/2019","157.00","156.53","157.19","156.00","293.97K","0.32%"
"11/11/2019","156.50","156.12","156.88","156.09","63.07K","0.06%"
"11/08/2019","156.41","156.66","157.22","156.03","350.76K","-0.16%"
"11/07/2019","156.66","158.59","159.00","155.81","523.70K","-1.45%"
"11/06/2019","158.97","157.97","159.16","157.97","327.49K","0.69%"
"11/05/2019","157.88","159.62","159.62","157.78","332.77K","-1.00%"
"11/04/2019","159.47","160.62","160.81","159.28","263.54K","-0.72%"
"11/01/2019","160.62","161.22","161.69","160.31","318.45K","-0.47%"
"10/31/2019","161.38","159.97","161.66","159.66","460.26K","1.12%"
"10/30/2019","159.59","158.59","160.03","158.38","317.95K","0.57%"
"10/29/2019","158.69","158.47","158.94","158.19","235.32K","0.26%"
"10/28/2019","158.28","159.47","159.50","158.16","238.04K","-0.69%"
"10/25/2019","159.38","160.00","160.34","159.16","271.10K","-0.37%"
"10/24/2019","159.97","160.09","160.62","159.62","267.66K","-0.07%"
"10/23/2019","160.09","160.12","160.69","159.94","241.21K","0.02%"
"10/22/2019","160.06","159.28","160.12","159.06","225.68K","0.39%"
"10/21/2019","159.44","160.38","160.47","159.16","179.97K","-0.49%"
"10/18/2019","160.22","160.31","160.69","159.72","194.35K","0.02%"
"10/17/2019","160.19","160.41","160.72","159.31","242.40K","-0.06%"
"10/16/2019","160.28","159.97","160.81","159.78","273.17K","0.21%"
"10/15/2019","159.94","161.25","161.72","159.72","285.35K","-0.73%"
"10/14/2019","161.12","160.75","161.75","160.47","86.38K","0.42%"
"10/11/2019","160.44","162.06","162.59","160.06","487.11K","-1.12%"
"10/10/2019","162.25","163.66","164.34","161.91","370.73K","-0.80%"
"10/09/2019","163.56","164.69","164.75","163.44","250.32K","-0.61%"
"10/08/2019","164.56","164.28","165.22","163.56","333.27K","0.09%"
"10/07/2019","164.41","165.06","165.22","164.09","220.60K","-0.36%"
"10/04/2019","165.00","164.38","165.16","164.16","336.48K","0.36%"
"10/03/2019","164.41","163.25","164.97","163.22","374.87K","0.67%"
"10/02/2019","163.31","162.84","163.62","162.12","354.28K","0.38%"
"10/01/2019","162.69","162.50","163.34","160.59","489.40K","0.23%"
"09/30/2019","162.31","162.09","162.56","161.53","284.04K","-0.02%"
"09/27/2019","162.34","162.06","162.41","161.47","266.09K","0.02%"
"09/26/2019","162.31","161.19","162.47","161.16","285.43K","0.66%"
"09/25/2019","161.25","162.78","163.31","161.12","378.85K","-1.15%"
"09/24/2019","163.12","161.34","163.25","161.19","307.77K","0.90%"
"09/23/2019","161.66","161.19","162.50","160.50","341.40K","0.48%"
"09/20/2019","160.88","160.28","161.62","160.09","264.69K","-0.21%"
"09/19/2019","161.22","160.69","161.41","160.69","0.10K","0.24%"
"09/18/2019","160.84","160.94","161.44","160.34","3.19K","0.42%"
"09/17/2019","160.16","159.78","160.66","159.50","0.72K","0.28%"
"09/16/2019","159.72","158.84","159.72","158.72","0.98K","0.85%"
"09/13/2019","158.38","160.78","160.78","158.38","0.97K","-1.38%"
"09/12/2019","160.59","161.47","163.06","160.44","1.51K","-0.70%"
"09/11/2019","161.72","161.81","162.09","161.31","0.90K","-0.33%"
"09/10/2019","162.25","163.31","163.81","161.38","2.85K","-0.93%"
"09/09/2019","163.78","165.22","165.25","163.19","1.58K","-0.93%"
"09/06/2019","165.31","164.81","165.53","164.00","3.15K","0.38%"
"09/05/2019","164.69","166.53","166.53","164.03","12.52K","-1.24%"
"09/04/2019","166.75","166.66","166.94","165.75","4.97K","0.02%"
"09/03/2019","166.72","166.50","167.53","165.34","10.35K","0.92%"
"09/02/2019","165.20","165.77","165.80","164.86","","-0.36%"
"09/01/2019","165.80","165.47","166.19","165.45","","-0.16%"
"08/30/2019","166.06","166.25","166.50","165.28","37.81K","0.00%"
"08/29/2019","166.06","166.38","167.25","165.56","271.52K","-0.51%"
"08/28/2019","166.91","166.88","167.56","166.31","505.99K","0.25%"
"08/27/2019","166.50","165.22","166.91","165.19","645.90K","0.85%"
"08/26/2019","165.09","166.41","167.47","165.06","577.35K","-0.27%"
"08/23/2019","165.53","163.94","165.97","162.94","570.39K","0.88%"
"08/22/2019","164.09","164.50","165.22","163.72","373.25K","-0.44%"
"08/21/2019","164.81","165.19","165.47","163.97","326.12K","-0.12%"
"08/20/2019","165.00","164.16","165.41","164.12","277.37K","0.46%"
"08/19/2019","164.25","165.03","165.06","163.38","388.44K","-0.79%"
"08/16/2019","165.56","165.72","166.19","164.28","367.99K","-0.10%"
"08/15/2019","165.72","164.81","166.94","164.53","632.11K","0.49%"
"08/14/2019","164.91","162.53","165.22","162.47","479.00K","1.21%"
"08/13/2019","162.94","163.22","163.94","162.16","512.07K","-0.31%"
"08/12/2019","163.44","161.34","163.66","161.16","273.69K","1.34%"
"08/09/2019","161.28","161.78","162.44","161.03","337.94K","-0.17%"
"08/08/2019","161.56","161.16","161.81","159.72","500.52K","-0.41%"
"08/07/2019","162.22","161.69","163.97","161.16","719.50K","0.76%"
"08/06/2019","161.00","161.53","161.97","160.03","497.15K","0.17%"
"08/05/2019","160.72","158.66","161.34","158.53","494.82K","1.34%"
"08/02/2019","158.59","157.41","158.97","157.34","494.15K","0.57%"
"08/01/2019","157.69","155.66","158.12","154.97","599.42K","1.35%"
"07/31/2019","155.59","154.72","155.91","154.62","425.08K","0.63%"
"07/30/2019","154.62","154.62","155.09","154.44","202.88K","-0.10%"
"07/29/2019","154.78","154.50","154.97","154.44","181.17K","0.29%"
"07/26/2019","154.34","154.25","154.78","154.00","219.81K","0.02%"
"07/25/2019","154.31","154.91","155.56","153.72","368.29K","-0.32%"
"07/24/2019","154.81","154.00","154.94","154.00","238.33K","0.34%"
"07/23/2019","154.28","154.88","154.97","154.03","239.58K","-0.43%"
"07/22/2019","154.94","154.66","155.34","154.50","174.83K","0.12%"
"07/19/2019","154.75","155.09","155.19","154.53","232.19K","-0.14%"
"07/18/2019","154.97","155.00","155.28","154.25","308.85K","0.14%"
"07/17/2019","154.75","153.94","155.09","153.78","234.53K","0.74%"
"07/16/2019","153.62","154.16","154.25","153.16","225.34K","-0.29%"
"07/15/2019","154.06","153.47","154.22","153.06","182.84K","0.22%"
"07/12/2019","153.72","153.28","153.75","152.88","269.47K","0.12%"
"07/11/2019","153.53","154.56","155.09","152.97","411.17K","-0.73%"
"07/10/2019","154.66","154.97","155.25","153.91","373.49K","-0.28%"
"07/09/2019","155.09","155.12","155.41","154.75","218.73K","-0.21%"
"07/08/2019","155.41","154.94","155.69","154.94","218.16K","0.28%"
"07/05/2019","154.97","156.62","157.06","154.47","343.31K","-1.19%"
"07/04/2019","156.83","156.67","157.05","156.61","","0.11%"
"07/03/2019","156.66","156.16","156.84","156.16","203.95K","0.37%"
"07/02/2019","156.09","155.22","156.19","155.12","205.75K","0.70%"
"07/01/2019","155.00","155.00","155.66","154.69","243.49K","-0.38%"
"06/28/2019","155.59","155.59","155.69","155.16","237.70K","-0.08%"
"06/27/2019","155.72","154.94","155.81","154.56","220.67K","0.48%"
"06/26/2019","154.97","156.03","156.03","154.84","215.68K","-0.60%"
"06/25/2019","155.91","155.44","156.06","155.28","269.26K","0.32%"
"06/24/2019","155.41","154.78","155.50","154.53","208.58K","0.53%"
"06/21/2019","154.59","155.41","155.97","154.56","319.34K","-0.73%"
"06/20/2019","155.72","155.47","156.53","155.22","394.59K","0.46%"
"06/19/2019","155.00","155.56","155.56","154.97","4.03K","-0.40%"
"06/18/2019","155.62","155.25","156.50","155.12","5.87K","0.24%"
"06/17/2019","155.25","155.16","155.38","154.69","3.33K","0.18%"
"06/14/2019","154.97","155.00","155.47","154.66","0.46K","0.04%"
"06/13/2019","154.91","154.34","154.97","154.34","1.01K","0.43%"
"06/12/2019","154.25","154.25","154.69","154.06","2.27K","0.00%"
"06/11/2019","154.25","154.03","154.31","153.53","6.74K","0.08%"
"06/10/2019","154.12","154.59","154.81","153.94","3.97K","-0.69%"
"06/07/2019","155.19","154.38","155.56","154.16","3.63K","0.65%"
"06/06/2019","154.19","153.88","154.91","153.81","12.92K","0.08%"
"06/05/2019","154.06","154.19","154.81","153.72","9.84K","-0.18%"
"06/04/2019","154.34","155.50","155.53","153.94","13.38K","-0.59%"
"06/03/2019","155.25","154.47","155.69","154.47","18.78K","0.56%"
"05/31/2019","154.38","153.25","154.66","153.16","52.20K","0.86%"
"05/30/2019","153.06","152.28","153.34","152.03","221.30K","0.20%"
"05/29/2019","152.75","152.09","153.16","152.06","506.58K","0.47%"
"05/28/2019","152.03","151.09","152.25","151.00","813.94K","0.90%"
"05/27/2019","150.67","150.53","150.89","150.39","","0.10%"
"05/26/2019","150.52","150.61","150.61","150.45","","-0.30%"
"05/24/2019","150.97","150.94","151.25","150.78","357.90K","-0.31%"
"05/23/2019","151.44","149.91","151.47","149.84","536.55K","1.15%"
"05/22/2019","149.72","149.16","149.94","149.06","351.46K","0.36%"
"05/21/2019","149.19","149.34","149.56","148.94","220.08K","-0.13%"
"05/20/2019","149.38","149.69","150.00","149.28","216.29K","-0.21%"
"05/17/2019","149.69","149.59","150.12","149.38","211.84K","0.17%"
"05/16/2019","149.44","149.91","150.31","149.34","212.55K","-0.29%"
"05/15/2019","149.88","149.28","150.12","149.19","283.00K","0.46%"
"05/14/2019","149.19","149.44","149.62","149.06","224.21K","-0.19%"
"05/13/2019","149.47","149.06","149.72","148.69","328.67K","0.54%"
"05/10/2019","148.66","148.91","149.16","148.41","354.27K","-0.02%"
"05/09/2019","148.69","148.16","149.09","148.12","481.03K","0.32%"
"05/08/2019","148.22","148.62","149.19","148.03","350.33K","-0.36%"
"05/07/2019","148.75","148.31","148.84","147.75","350.82K","0.64%"
"05/06/2019","147.81","147.66","148.75","147.66","288.15K","0.29%"
"05/03/2019","147.38","147.16","147.66","146.66","272.62K","0.30%"
"05/02/2019","146.94","147.81","147.91","146.88","275.54K","-0.44%"
"05/01/2019","147.59","147.59","148.38","147.50","316.91K","0.08%"
"04/30/2019","147.47","147.16","147.62","146.75","347.92K","0.34%"
"04/29/2019","146.97","147.62","147.66","146.84","200.43K","-0.42%"
"04/26/2019","147.59","147.25","147.81","146.94","256.82K","0.29%"
"04/25/2019","147.16","147.41","147.47","147.00","182.54K","-0.12%"
"04/24/2019","147.34","146.53","147.44","146.44","218.78K","0.57%"
"04/23/2019","146.50","146.31","146.62","146.12","179.89K","0.19%"
"04/22/2019","146.22","146.78","146.84","146.16","121.16K","-0.36%"
"04/19/2019","146.75","146.75","146.75","146.75","","-0.06%"
"04/18/2019","146.84","146.25","146.97","146.22","224.41K","0.36%"
"04/17/2019","146.31","146.41","146.56","145.97","224.12K","-0.02%"
"04/16/2019","146.34","147.03","147.12","146.25","233.72K","-0.49%"
"04/15/2019","147.06","146.81","147.16","146.69","167.98K","0.10%"
"04/12/2019","146.91","147.88","148.06","146.81","280.48K","-0.55%"
"04/11/2019","147.72","148.38","148.41","147.62","238.15K","-0.34%"
"04/10/2019","148.22","147.88","148.53","147.72","235.94K","0.15%"
"04/09/2019","148.00","147.59","148.28","147.50","223.46K","0.26%"
"04/08/2019","147.62","148.06","148.22","147.53","157.10K","-0.22%"
"04/05/2019","147.94","147.59","148.09","147.03","261.36K","0.17%"
"04/04/2019","147.69","147.41","147.81","147.34","197.46K","0.13%"
"04/03/2019","147.50","148.41","148.50","147.31","262.77K","-0.55%"
"04/02/2019","148.31","148.28","148.72","148.09","230.43K","0.06%"
"04/01/2019","148.22","149.66","149.66","147.97","330.94K","-0.96%"
"03/29/2019","149.66","149.81","150.03","149.28","359.61K","-0.25%"
"03/28/2019","150.03","150.12","150.66","149.72","329.07K","-0.02%"
"03/27/2019","150.06","148.94","150.16","148.78","471.30K","0.65%"
"03/26/2019","149.09","149.16","149.28","148.38","340.66K","0.06%"
"03/25/2019","149.00","148.66","149.72","148.19","423.70K","0.32%"
"03/22/2019","148.53","147.09","149.12","147.06","540.20K","0.96%"
"03/21/2019","147.12","147.03","147.47","146.88","309.07K","0.14%"
"03/20/2019","146.91","146.47","146.97","146.44","0.28K","0.30%"
"03/19/2019","146.47","146.91","146.91","146.09","6.23K","-0.21%"
"03/18/2019","146.78","146.91","146.91","146.59","5.53K","-0.07%"
"03/15/2019","146.88","146.34","147.09","146.25","1.61K","0.47%"
"03/14/2019","146.19","146.62","146.69","146.00","1.91K","-0.42%"
"03/13/2019","146.81","147.03","147.03","146.56","6.34K","-0.19%"
"03/12/2019","147.09","146.12","147.19","145.81","1.25K","0.53%"
"03/11/2019","146.31","146.59","146.62","146.12","3.29K","-0.24%"
"03/08/2019","146.66","146.44","146.88","146.12","5.16K","0.13%"
"03/07/2019","146.47","145.50","146.53","145.47","9.53K","0.63%"
"03/06/2019","145.56","145.12","145.81","145.09","8.07K","0.32%"
"03/05/2019","145.09","145.00","145.16","144.59","9.29K","0.02%"
"03/04/2019","145.06","144.38","145.12","144.22","24.97K","0.41%"
"03/01/2019","144.47","145.16","145.22","144.22","15.37K","-0.45%"
"02/28/2019","145.12","145.59","146.03","144.88","95.56K","-0.30%"
"02/27/2019","145.56","146.84","146.91","145.41","318.40K","-0.85%"
"02/26/2019","146.81","146.28","146.88","146.12","685.18K","0.47%"
"02/25/2019","146.12","146.34","146.47","145.88","620.79K","-0.20%"
"02/22/2019","146.41","145.69","146.78","145.66","508.67K","0.43%"
"02/21/2019","145.78","146.72","146.78","145.53","465.71K","-0.55%"
"02/20/2019","146.59","147.00","147.16","146.34","284.87K","-0.17%"
"02/19/2019","146.84","146.56","147.16","146.38","307.61K","0.27%"
"02/18/2019","146.45","146.55","146.61","146.39","","-0.05%"
"02/17/2019","146.52","146.61","146.61","146.48","","-0.03%"
"02/15/2019","146.56","146.56","146.91","146.09","230.91K","0.04%"
"02/14/2019","146.50","145.81","146.88","145.66","326.73K","0.51%"
"02/13/2019","145.75","145.91","146.06","145.50","217.53K","-0.15%"
"02/12/2019","145.97","146.53","146.56","145.81","211.29K","-0.28%"
"02/11/2019","146.38","146.78","146.94","146.22","196.48K","-0.34%"
"02/08/2019","146.88","146.38","146.97","146.34","238.46K","0.26%"
"02/07/2019","146.50","145.72","146.56","145.72","301.20K","0.58%"
"02/06/2019","145.66","145.75","146.28","145.53","225.54K","-0.02%"
"02/05/2019","145.69","145.28","146.00","144.91","217.93K","0.30%"
"02/04/2019","145.25","146.06","146.09","145.00","225.48K","-0.47%"
"02/01/2019","145.94","146.81","146.97","145.84","320.68K","-0.51%"
"01/31/2019","146.69","145.94","147.03","145.91","411.69K","0.69%"
"01/30/2019","145.69","145.59","146.03","145.19","286.04K","0.02%"
"01/29/2019","145.66","145.06","145.72","144.97","213.29K","0.39%"
"01/28/2019","145.09","145.00","145.47","144.88","235.47K","0.00%"
"01/25/2019","145.09","145.69","145.84","144.91","239.67K","-0.47%"
"01/24/2019","145.78","145.12","145.94","144.97","304.28K","0.56%"
"01/23/2019","144.97","145.25","145.31","144.44","284.13K","-0.30%"
"01/22/2019","145.41","144.53","145.53","144.41","332.48K","0.53%"
"01/21/2019","144.64","144.48","144.67","144.42","","0.13%"
"01/20/2019","144.45","144.48","144.55","144.45","","-0.06%"
"01/18/2019","144.53","145.03","145.22","144.28","262.03K","-0.34%"
"01/17/2019","145.03","145.34","145.75","144.84","287.24K","-0.11%"
"01/16/2019","145.19","145.38","145.53","144.75","307.91K","-0.15%"
"01/15/2019","145.41","145.56","145.91","145.16","320.96K","0.00%"
"01/14/2019","145.41","145.75","146.34","145.34","235.57K","-0.23%"
"01/11/2019","145.75","145.03","146.09","145.00","225.11K","0.32%"
"01/10/2019","145.28","145.84","146.31","144.94","383.59K","-0.19%"
"01/09/2019","145.56","145.72","145.91","145.34","300.98K","-0.32%"
"01/08/2019","146.03","146.25","146.44","145.62","249.92K","-0.32%"
"01/07/2019","146.50","146.72","147.53","146.12","312.96K","-0.26%"
"01/04/2019","146.88","148.50","148.84","146.59","403.90K","-1.20%"
"01/03/2019","148.66","147.56","148.78","146.91","479.90K","1.30%"
"01/02/2019","146.75","145.72","147.44","145.59","350.22K","0.74%"
"01/01/2019","145.67","145.91","145.91","145.59","","-0.23%"
"12/31/2018","146.00","145.66","146.28","145.22","224.74K","0.32%"
"12/28/2018","145.53","145.06","145.88","144.81","261.15K","0.00%"
"12/27/2018","145.53","144.50","145.88","144.47","275.52K","0.54%"
"12/26/2018","144.75","145.75","146.09","144.41","188.13K","-0.50%"
"12/25/2018","145.48","145.84","145.84","145.48","","0.03%"
"12/24/2018","145.44","144.78","145.78","144.53","115.54K","0.44%"
"12/21/2018","144.81","144.41","145.19","144.34","288.90K","0.00%"
"12/20/2018","144.81","145.53","146.00","144.28","559.77K","-0.07%"
"12/19/2018","144.91","144.69","145.03","144.56","0.19K","0.30%"
"12/18/2018","144.47","144.00","144.69","143.81","2.12K","0.48%"
"12/17/2018","143.78","143.28","143.97","143.28","6.25K","0.35%"
"12/14/2018","143.28","143.28","143.53","143.16","0.49K","0.17%"
"12/13/2018","143.03","143.28","143.50","142.94","1.05K","-0.17%"
"12/12/2018","143.28","143.72","143.72","143.19","3.05K","-0.35%"
"12/11/2018","143.78","144.03","144.41","143.41","1.61K","-0.19%"
"12/10/2018","144.06","144.25","144.53","143.78","1.97K","0.08%"
"12/07/2018","143.94","143.38","144.03","142.97","5.87K","0.11%"
"12/06/2018","143.78","142.78","144.41","142.78","16.92K","1.04%"
"12/05/2018","142.30","142.28","142.42","142.14","","-0.34%"
"12/04/2018","142.78","141.56","143.59","141.47","33.06K","1.15%"
"12/03/2018","141.16","140.34","141.62","140.06","42.70K","0.45%"
"11/30/2018","140.53","140.22","140.97","140.19","77.90K","0.29%"
"11/29/2018","140.12","139.69","140.75","139.59","376.03K","0.13%"
