Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-06 00:00:00+00:00,0.006082000210881233,0.006095999851822853,0.005989000201225281,0.0059980000369250774,276,0.0,0.0
2022-05-07 00:00:00+00:00,0.0059980000369250774,0.006004000082612038,0.005946999881416559,0.005956000182777643,203,0.0,0.0
2022-05-08 00:00:00+00:00,0.005956000182777643,0.005956000182777643,0.005888000130653381,0.0059009999968111515,89,0.0,0.0
2022-05-09 00:00:00+00:00,0.005900000222027302,0.005905999802052975,0.005743000190705061,0.005760000087320805,321,0.0,0.0
2022-05-10 00:00:00+00:00,0.005760000087320805,0.0057680001482367516,0.005743999965488911,0.005752999801188707,231,0.0,0.0
2022-05-11 00:00:00+00:00,0.005752999801188707,0.005762999877333641,0.00546600017696619,0.0054720002226531506,515,0.0,0.0
2022-05-12 00:00:00+00:00,0.0054720002226531506,0.005481999833136797,0.004594000056385994,0.004652000032365322,2607,0.0,0.0
2022-05-13 00:00:00+00:00,0.004650999791920185,0.004656000062823296,0.004631000105291605,0.004641000181436539,2080,0.0,0.0
2022-05-14 00:00:00+00:00,0.004641000181436539,0.004641000181436539,0.004641000181436539,0.004641000181436539,0,0.0,0.0
2022-05-15 00:00:00+00:00,0.004641000181436539,0.00469799991697073,0.004641000181436539,0.004685999825596809,36,0.0,0.0
2022-05-16 00:00:00+00:00,0.004685999825596809,0.00469700014218688,0.004676999989897013,0.004681999795138836,36,0.0,0.0
2022-05-17 00:00:00+00:00,0.004681999795138836,0.004718999844044447,0.004530999809503555,0.004544000141322613,333,0.0,0.0
2022-05-18 00:00:00+00:00,0.004544000141322613,0.0045449999161064625,0.004499000031501055,0.004532000049948692,386,0.0,0.0
2022-05-19 00:00:00+00:00,0.004532000049948692,0.004592000041157007,0.003949999809265137,0.004147999919950962,2290,0.0,0.0
2022-05-20 00:00:00+00:00,0.004147999919950962,0.0041519999504089355,0.00356599991209805,0.00394799979403615,4513,0.0,0.0
2022-05-21 00:00:00+00:00,0.00394799979403615,0.0040870001539587975,0.00394099997356534,0.004083000123500824,2450,0.0,0.0
2022-05-22 00:00:00+00:00,0.004083000123500824,0.004102999810129404,0.004077000077813864,0.004100999794900417,172,0.0,0.0
2022-05-23 00:00:00+00:00,0.004100999794900417,0.004100999794900417,0.004098000004887581,0.004098000004887581,0,0.0,0.0
2022-05-24 00:00:00+00:00,0.004098000004887581,0.004098000004887581,0.004098000004887581,0.004098000004887581,0,0.0,0.0
2022-05-25 00:00:00+00:00,0.004098000004887581,0.004230999853461981,0.004064999986439943,0.004220000002533197,340,0.0,0.0
2022-05-26 00:00:00+00:00,0.004220000002533197,0.004234999883919954,0.004184000194072723,0.004188000224530697,388,0.0,0.0
2022-05-27 00:00:00+00:00,0.004188000224530697,0.004195000045001507,0.004182000178843737,0.004188999999314547,65,0.0,0.0
2022-05-28 00:00:00+00:00,0.00418699998408556,0.004188999999314547,0.00418699998408556,0.00418699998408556,0,0.0,0.0
2022-05-29 00:00:00+00:00,0.00418699998408556,0.00418699998408556,0.00418699998408556,0.00418699998408556,0,0.0,0.0
2022-05-30 00:00:00+00:00,0.00418699998408556,0.00418699998408556,0.00418699998408556,0.00418699998408556,0,0.0,0.0
2022-05-31 00:00:00+00:00,0.00418699998408556,0.00418699998408556,0.00418699998408556,0.00418699998408556,0,0.0,0.0
2022-06-01 00:00:00+00:00,0.00418699998408556,0.00418699998408556,0.00418699998408556,0.00418699998408556,0,0.0,0.0
2022-06-02 00:00:00+00:00,0.00418699998408556,0.00418699998408556,0.00418699998408556,0.00418699998408556,0,0.0,0.0
2022-06-03 00:00:00+00:00,0.00418699998408556,0.00418699998408556,0.00418699998408556,0.00418699998408556,0,0.0,0.0
