Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28 00:00:00+00:00,0.03332899883389473,0.03332899883389473,0.006831000093370676,0.006845000199973583,784,0.0,0.0
2022-03-01 00:00:00+00:00,0.006845000199973583,0.00698000006377697,0.006831000093370676,0.006903999950736761,870,0.0,0.0
2022-03-02 00:00:00+00:00,0.006903999950736761,0.006910999771207571,0.006756000220775604,0.006763000041246414,539,0.0,0.0
2022-03-03 00:00:00+00:00,0.006763000041246414,0.0068419999442994595,0.006752000190317631,0.006787000223994255,238,0.0,0.0
2022-03-04 00:00:00+00:00,0.006787000223994255,0.006814000196754932,0.006118000019341707,0.006130999885499477,1196,0.0,0.0
2022-03-05 00:00:00+00:00,0.006132000125944614,0.0062420000322163105,0.006120000034570694,0.006149999797344208,1527,0.0,0.0
2022-03-06 00:00:00+00:00,0.006149999797344208,0.006161999888718128,0.0061160000041127205,0.006140000186860561,518,0.0,0.0
2022-03-07 00:00:00+00:00,0.006140000186860561,0.0061530000530183315,0.006041999906301498,0.006140000186860561,299,0.0,0.0
2022-03-08 00:00:00+00:00,0.006140000186860561,0.006149999797344208,0.005940999835729599,0.005969999823719263,595,0.0,0.0
2022-03-09 00:00:00+00:00,0.005969999823719263,0.006238000001758337,0.005932000000029802,0.0062350002117455006,830,0.0,0.0
2022-03-10 00:00:00+00:00,0.0062350002117455006,0.006254999898374081,0.005317999981343746,0.0056500001810491085,2976,0.0,0.0
2022-03-11 00:00:00+00:00,0.0056500001810491085,0.0057069999165833,0.005646000150591135,0.005698999855667353,2519,0.0,0.0
2022-03-12 00:00:00+00:00,0.005698999855667353,0.005758999846875668,0.005696000065654516,0.00570000009611249,321,0.0,0.0
2022-03-13 00:00:00+00:00,0.00570000009611249,0.007548999972641468,0.005661000031977892,0.006142000202089548,8404,0.0,0.0
2022-03-14 00:00:00+00:00,0.006142000202089548,0.006146000232547522,0.005758999846875668,0.005774000193923712,9932,0.0,0.0
2022-03-15 00:00:00+00:00,0.005774000193923712,0.006651999894529581,0.005760000087320805,0.006085999775677919,5522,0.0,0.0
2022-03-16 00:00:00+00:00,0.006085999775677919,0.00609700009226799,0.00583299994468689,0.005917999893426895,4394,0.0,0.0
2022-03-17 00:00:00+00:00,0.005917999893426895,0.021629000082612038,0.005913999862968922,0.012942999601364136,106635,0.0,0.0
2022-03-18 00:00:00+00:00,0.012942999601364136,0.012981000356376171,0.010293999686837196,0.011327000334858894,124690,0.0,0.0
2022-03-19 00:00:00+00:00,0.011326000094413757,0.012082000263035297,0.011164999566972256,0.011339999735355377,23241,0.0,0.0
2022-03-20 00:00:00+00:00,0.011340999975800514,0.011340999975800514,0.009639999829232693,0.009642000310122967,6767,0.0,0.0
2022-03-21 00:00:00+00:00,0.009642000310122967,0.00990699976682663,0.009002000093460083,0.00939400028437376,5402,0.0,0.0
2022-03-22 00:00:00+00:00,0.009393000043928623,0.009398000314831734,0.008527999743819237,0.008547999896109104,4050,0.0,0.0
2022-03-23 00:00:00+00:00,0.008547999896109104,0.008630000054836273,0.00837900023907423,0.008511999621987343,1867,0.0,0.0
2022-03-24 00:00:00+00:00,0.008511999621987343,0.008515999652445316,0.007830999791622162,0.007833000272512436,1732,0.0,0.0
2022-03-25 00:00:00+00:00,0.007833000272512436,0.007852000184357166,0.007658999878913164,0.007672999985516071,1134,0.0,0.0
2022-03-26 00:00:00+00:00,0.007674000225961208,0.007697999943047762,0.007637999951839447,0.007654000073671341,810,0.0,0.0
2022-03-27 00:00:00+00:00,0.007654000073671341,0.007656999863684177,0.007350000087171793,0.007368999999016523,756,0.0,0.0
2022-03-28 00:00:00+00:00,0.007368999999016523,0.007710000034421682,0.0073529998771846294,0.007557999808341265,1111,0.0,0.0
2022-03-29 00:00:00+00:00,0.007557999808341265,0.007565000094473362,0.007431000005453825,0.007437999825924635,877,0.0,0.0
2022-03-30 00:00:00+00:00,0.007437999825924635,0.007437999825924635,0.007329000160098076,0.007329000160098076,172,0.0,0.0
2022-03-31 00:00:00+00:00,0.007329999934881926,0.007350999861955643,0.007230000104755163,0.007261999882757664,608,0.0,0.0
2022-04-01 00:00:00+00:00,0.007263000123202801,0.007290999870747328,0.007176999934017658,0.007182000204920769,722,0.0,0.0
2022-04-02 00:00:00+00:00,0.007182000204920769,0.007199999876320362,0.006963999941945076,0.006972000002861023,434,0.0,0.0
2022-04-03 00:00:00+00:00,0.006971000228077173,0.006990000139921904,0.006961999926716089,0.006972000002861023,164,0.0,0.0
2022-04-04 00:00:00+00:00,0.006971000228077173,0.006972000002861023,0.006837000139057636,0.006858000066131353,502,0.0,0.0
2022-04-05 00:00:00+00:00,0.006858000066131353,0.00698000006377697,0.006796000059694052,0.006963999941945076,1030,0.0,0.0
2022-04-06 00:00:00+00:00,0.006963999941945076,0.00698099983856082,0.006849000230431557,0.006852000020444393,644,0.0,0.0
2022-04-07 00:00:00+00:00,0.006852000020444393,0.0068709999322891235,0.0067349998280406,0.00674699991941452,315,0.0,0.0
2022-04-08 00:00:00+00:00,0.00674699991941452,0.006761999800801277,0.00661499984562397,0.006624999921768904,333,0.0,0.0
2022-04-09 00:00:00+00:00,0.006626000162214041,0.009239999577403069,0.00662099989131093,0.00686699990183115,11493,0.0,0.0
2022-04-10 00:00:00+00:00,0.00686699990183115,0.006930000148713589,0.006725000217556953,0.006738999858498573,11886,0.0,0.0
2022-04-11 00:00:00+00:00,0.00674000009894371,0.006926999893039465,0.006719999946653843,0.006922000087797642,776,0.0,0.0
2022-04-12 00:00:00+00:00,0.0069229998625814915,0.006924999877810478,0.006515999790281057,0.0065460000187158585,1097,0.0,0.0
2022-04-13 00:00:00+00:00,0.0065460000187158585,0.006548999808728695,0.006525999866425991,0.006541000213474035,795,0.0,0.0
2022-04-14 00:00:00+00:00,0.006541000213474035,0.006541000213474035,0.006455000024288893,0.00648199999704957,413,0.0,0.0
2022-04-15 00:00:00+00:00,0.00648199999704957,0.006535999942570925,0.006479000207036734,0.006517000030726194,416,0.0,0.0
2022-04-16 00:00:00+00:00,0.006517000030726194,0.006525000091642141,0.006517000030726194,0.006525000091642141,0,0.0,0.0
2022-04-17 00:00:00+00:00,0.006525000091642141,0.006525000091642141,0.006525000091642141,0.006525000091642141,0,0.0,0.0
2022-04-18 00:00:00+00:00,0.006525000091642141,0.006525000091642141,0.0064650001004338264,0.006477999966591597,143,0.0,0.0
2022-04-19 00:00:00+00:00,0.006477999966591597,0.0066109998151659966,0.006461999844759703,0.006603999994695187,432,0.0,0.0
2022-04-20 00:00:00+00:00,0.006603999994695187,0.00711899995803833,0.006591999903321266,0.007114000152796507,950,0.0,0.0
2022-04-21 00:00:00+00:00,0.00711299991235137,0.00711899995803833,0.006994999945163727,0.007009999826550484,868,0.0,0.0
2022-04-22 00:00:00+00:00,0.007009999826550484,0.007081999909132719,0.006845000199973583,0.006938000209629536,1114,0.0,0.0
2022-04-23 00:00:00+00:00,0.006938000209629536,0.006955000106245279,0.006668000016361475,0.006668999791145325,1489,0.0,0.0
2022-04-24 00:00:00+00:00,0.006668999791145325,0.006688000168651342,0.0066650002263486385,0.006680999882519245,585,0.0,0.0
2022-04-25 00:00:00+00:00,0.006680000107735395,0.006680000107735395,0.006680000107735395,0.006680000107735395,0,0.0,0.0
2022-04-26 00:00:00+00:00,0.006680000107735395,0.006827999837696552,0.006680000107735395,0.006806999910622835,248,0.0,0.0
2022-04-27 00:00:00+00:00,0.006806999910622835,0.006821999792009592,0.0066280001774430275,0.006639999803155661,636,0.0,0.0
2022-04-28 00:00:00+00:00,0.006639999803155661,0.006641000043600798,0.0065100002102553844,0.0065299998968839645,594,0.0,0.0
2022-04-29 00:00:00+00:00,0.0065299998968839645,0.006533000152558088,0.006163000129163265,0.006167000159621239,670,0.0,0.0
2022-04-30 00:00:00+00:00,0.006167999934405088,0.006262999959290028,0.006163000129163265,0.0062500000931322575,584,0.0,0.0
2022-05-01 00:00:00+00:00,0.006250999867916107,0.006300000008195639,0.006219000089913607,0.006297000218182802,258,0.0,0.0
2022-05-02 00:00:00+00:00,0.006297000218182802,0.006320999935269356,0.006264000199735165,0.006304000038653612,229,0.0,0.0
2022-05-03 00:00:00+00:00,0.006304000038653612,0.006326000206172466,0.006023999769240618,0.006051999982446432,635,0.0,0.0
2022-05-04 00:00:00+00:00,0.006051999982446432,0.006149999797344208,0.006051999982446432,0.006136999931186438,661,0.0,0.0
2022-05-05 00:00:00+00:00,0.006136999931186438,0.006149000022560358,0.006074999924749136,0.006082000210881233,188,0.0,0.0
